id,raw_sentence,pun_type,pun_label
het_112,The bald man decided to consider a hair transplant to rogaine his confidence in looking younger .,heterographic,1
het_113,The self - conscious shipbuilder tried to recruit extremely sycophantic sailors to compliment her newly designed destroyer .,heterographic,1
het_114,I ' m not afraid of heights ; I ' m afraid of widths .,heterographic,0
het_115,Look before you leap .,heterographic,0
het_116,The obese editor started a weight redaction program .,heterographic,1
het_117,An optometrist told his patient : ' It appears your vision is improving ! ' ' Really ? ' replied the patient . ' Must be the luck of the iris . ',heterographic,1
het_118,Ethel the Aardvark Goes Quantity Surveying . . . the Musical !,heterographic,0
het_119,In the dark ? Follow the son .,heterographic,1
het_120,This is your brain . Postscript on brain your is This .,heterographic,0
het_121,"As to how to play snooker , some people don ' t have a cue .",heterographic,1
het_122,A parade of horses went down Mane street .,heterographic,1
het_123,"I used to do rock climbing as a youth , but I was much boulder back then .",heterographic,1
het_124,Dateline London : Eccentric ornithologist travels to foreign land to teach pigeon English .,heterographic,1
het_125,Some childen are often on their pest behavior .,heterographic,1
het_126,"When gossip finally led to the landlady ' s arrest for murdering her tenants and scattering parts of their bodies around town , her only comment was , ' ' Well , that ' s what comes of spreading roomers . ' '",heterographic,1
het_127,"The four snack groups : cakes , crunchies , frozen and sweets .",heterographic,0
het_128,"Old is Gold , but never sold .",heterographic,0
het_129,I ' ll never give up my hounds ! Tom said doggedly .,heterographic,1
het_130,I don ' t have a solution but I really admire the problem .,heterographic,0
het_131,"Someone once accused me of stealing an old , rare , valuable stamp , and I philately denied it .",heterographic,1
het_132,Behind every good computer - is a jumble of wire .,heterographic,0
het_133,To learn rope tricks you have to be taut .,heterographic,1
het_134,"For the woman who wore size 13 , finding shoes that fit was no small feat .",heterographic,1
het_135,Don ' t change horses in midstream .,heterographic,0
het_136,"Wife to husband , ' ' That was an explosive passage of gas , I ' d say about 8 . 0 on the sphincter scale . ' '",heterographic,1
het_137,"When I phoned my friend yesterday we mainly talked about the weather and our upcomimg exams , and we both agreed that the poring was sickening .",heterographic,1
het_138,Have you ever read the Rime of the Ancient Gardener ? It was written by Samuel Taylor Foliage .,heterographic,1
het_139,Two heads are better than one .,heterographic,0
het_140,It ' s amazing what two or more sinners can achieve together with synergy .,heterographic,1
het_141,Some mathematicians are reluctant to cosine a loan .,heterographic,1
het_142,"' ' We have no oranges , ' ' Tom said fruitlessly .",heterographic,1
het_143,I dropped a tub of margarine in the kitchen and ended up with a Parkay floor .,heterographic,1
het_144,A drummer can cymbalize the enthusiasm of a band .,heterographic,1
het_145,"' ' I have to keep this fire alight , ' ' Tom bellowed .",heterographic,1
het_146,Aibohphobia : Fear of palindromes .,heterographic,0
het_147,"Dentist ' s famous last words : "" You won ' t feel a thing . . . """,heterographic,0
het_148,A cook made pancakes flippantly .,heterographic,1
het_149,Nice looking glass ! said Tom reflectively .,heterographic,1
het_150,What keeps a dock floating above water ? Pier pressure .,heterographic,1
het_151,"Waste not , want not .",heterographic,0
het_152,A little pot is easily hot .,heterographic,0
het_153,Legends tell us that a weakness of the carnivorous vampire is a steak .,heterographic,1
het_154,"There ' s nothing to stop me putting things in tins , said Tom cannily .",heterographic,1
het_155,"If screwups were dollars , I ' d be a millionaire ! !",heterographic,0
het_156,The pistol of a flower is its only protections against insects .,heterographic,1
het_157,Psychiatrists like Kentucky Freud Chicken .,heterographic,1
het_158,"I hate sweet potatoes , Tom yammered .",heterographic,1
het_159,The workers at that inn are very unfriendly . They create a hostel environment .,heterographic,1
het_160,"Smile , and the world smiles with you ; cry , and you cry alone .",heterographic,0
het_161,"I may have my faults , but being wrong ain ' t one of them .",heterographic,0
het_162,Hotel owners usually have suite dreams .,heterographic,1
het_163,SHOCKING TRUTH : 50 % of all people are below average . . . .,heterographic,0
het_164,Both of his feet are firmly planted in the air .,heterographic,0
het_165,"The telemarketer asked me if I read magazines at all and I replied that I did , periodically .",heterographic,1
het_166,"When the proposal was made to locate the governor ' s mansion in Albany , New Yorkers said , ' ' That ' s a capitol idea . ' '",heterographic,1
het_167,A reconciled friend is a double enemy .,heterographic,0
het_168,She became an art dealer because she wanted more Monet .,heterographic,1
het_169,A nudist has no reason to fear a pickpocket .,heterographic,0
het_170,Don ' t throw the baby out with the bathwater .,heterographic,0
het_171,"You ' re not old , You ' re chronologically disadvantaged",heterographic,0
het_172,The corner of Ninth and Broad attracts a lot of the homeless because of its reputation for having a grate area for sleeping,heterographic,1
het_173,"Poets are born , but orators are trained .",heterographic,0
het_174,7 days without prayer makes 1 weak,heterographic,1
het_175,It ' s been a business doing pleasure with you . . .,heterographic,0
het_176,Press < CTRL > < ALT > < DEL > to read the next message . . .,heterographic,0
het_177,You should never take rocks for granite .,heterographic,1
het_178,Ignorance is bliss .,heterographic,0
het_179,"' ' If I let go of the ceiling it will collapse , ' ' Tom upheld .",heterographic,1
het_180,Today is cancelled due to lack of interest !,heterographic,0
het_181,"' ' For what we are about to receive , may the Lord make us truly thankful , ' ' said Tom gracefully .",heterographic,1
het_182,He that stays in the valley will not get over the hill .,heterographic,0
het_183,"Before the golfer finished drinking the iced , brewed beverage he dropped his tee on the cart path .",heterographic,1
het_184,He avoided funerals because he was not a mourning person .,heterographic,1
het_185,"They say curiosity killed the cat , and they weren ' t kitten .",heterographic,1
het_186,"During a recent trip to Qatar , Bill Clinton went to McDonald ' s and ordered fries with a sheik .",heterographic,1
het_187,"' ' I swallowed some of the glass from that broken window , ' ' Tom said painfully .",heterographic,1
het_188,A farmer wanting to kill a chicken for dinner has to move faster than a speeding pullet .,heterographic,1
het_189,"OLD CHEMISTS never die , they just lose their refluxes .",heterographic,1
het_190,I ' m easy to please as long as I get my way .,heterographic,0
het_191,"' ' I chop down trees for a living , ' ' said Tom lumberingly .",heterographic,1
het_192,Enter any 11 - digit prime number to continue,heterographic,0
het_193,There is nothing worse for a performer than an audience of drunks and their boos .,heterographic,1
het_194,Truckers like houses with long haulways .,heterographic,1
het_195,"' ' The sun is rising , ' ' Tom mourned .",heterographic,1
het_196,A politician who had been an astronomer was always saying ' no comet ' .,heterographic,1
het_197,Come in and get a peace of the rock,heterographic,1
het_198,Psychoceramics : The study of crackpots .,heterographic,0
het_199,Mainframe : the biggest PC peripheral you can buy .,heterographic,0
het_200,"' ' I know what herb would taste nice with this , ' ' said Tom sagely .",heterographic,1
het_201,An heir is someone with a descent wage .,heterographic,1
het_202,The shy stripper couldn ' t bare it on stage .,heterographic,1
het_203,Those who have icicles keep a stiff upper drip .,heterographic,1
het_204,I learned that the antelopes were coming when I heard the gnus .,heterographic,1
het_205,"If you want the last word with a woman , apologize .",heterographic,0
het_206,A paramedic got a new job as a chauffeur : an ambiance driver .,heterographic,1
het_207,Politeness costs nothing and gains everything .,heterographic,0
het_208,Two cheerleaders got married after they met by chants .,heterographic,1
het_209,"After the sniper attack at the symphony softball game , there were no men left on bass .",heterographic,1
het_210,Don ' t put the cart before the horse .,heterographic,0
het_211,Sticks and stones may break my bones but words will never hurt me .,heterographic,0
het_212,"If you really want to know , you won ' t ask me .",heterographic,0
het_213,"OLD CHINESE COOKS never die , they just wok away",heterographic,1
het_214,Eggs and oaths are soon broken .,heterographic,0
het_215,"My name is Manuel , I write instruction books .",heterographic,1
het_216,The ailing king of the doves sensed an imminent coup .,heterographic,1
het_217,"OLD SAILORS never die , they just lose their porpoise .",heterographic,1
het_218,"OLD ANTENNA ENGINEERS never die , they just phase away .",heterographic,1
het_219,If you ride a bus you have to pay your fare share .,heterographic,1
het_220,A home is not home without mom,heterographic,0
het_221,If you work in a bakery you may have to take on many roles .,heterographic,1
het_222,"My wife uses a kitchen implement to shred garlic and parmesan cheese , which I hate . It really is the grater of two evils .",heterographic,1
het_223,Chickens can give some people a foul rash .,heterographic,1
het_224,Everybody was in shock when the hair stylist dyed .,heterographic,1
het_225,Don ' t bite the hand that feeds you .,heterographic,0
het_226,Blood is thicker than water .,heterographic,0
het_227,"Qwertyus , god of keyboards , is a character from geek mythology .",heterographic,1
het_228,' ' Are you homosexual ? ' ' Tom queried gaily .,heterographic,1
het_229,Businesses selling pleasure boats often have a sail .,heterographic,1
het_230,"What a tangled web we weave , when first we practice to deceive .",heterographic,0
het_231,Wheaties near the body suggested that police look for a cereal killer .,heterographic,1
het_232,He that would hang his dog gives out first that he is mad .,heterographic,0
het_233,"I don ' t own any slaves . My wife has one , though .",heterographic,0
het_234,OLD DOCTORS never die they just lose their patience .,heterographic,1
het_235,The thief broke into the music store and stole the lute .,heterographic,1
het_236,The actors had one great movie after another . They were on a role .,heterographic,1
het_237,BorgBurgers . We do it our way . Your way is irrelevant .,heterographic,0
het_238,Paddle your own canoe .,heterographic,0
het_239,A perfectly spherical pumpkin makes good pi .,heterographic,1
het_240,The invisible cows were herd but not seen .,heterographic,1
het_241,You ' ve obviously been educated beyond your intelligence .,heterographic,0
het_242,Photography developers occasionally have serious emulsional problems .,heterographic,1
het_243,Use it or lose it .,heterographic,0
het_244,The overweight fighter pilot was grounded for violating the rules of engorgement .,heterographic,1
het_245,There is luck in odd numbers .,heterographic,0
het_246,This is what I have learned off by heart Tom wrote .,heterographic,1
het_247,"In his free time , my son in college hunts deer and sells the meat . He says the doe helps him with his expenses .",heterographic,1
het_248,"' ' 3 . 14159265 , ' ' Tom said piously .",heterographic,1
het_249,The geologist went to the doctor because he had a loss of apatite .,heterographic,1
het_250,"OLD GRAVEDIGGERS ; never die , they just spade away .",heterographic,1
het_251,The pun in the title of the play ' ' The Importance of Being Earnest ' ' was a Wilde idea .,heterographic,1
het_252,"' ' I prefer trout to salmon , ' ' Tom said officiously .",heterographic,1
het_253,"One gruelingly intense month into the year - long diet regimen , the overwhelmed patient concluded she could not stand the weight .",heterographic,1
het_254,The Vatican ' s supplier of duck eggs is elected by sacred balut .,heterographic,1
het_255,Slow and steady wins the race .,heterographic,0
het_256,Good fences make good neighbors .,heterographic,0
het_257,"I ' ve been listening to the Brandenberg Concertos , Tom barked .",heterographic,1
het_258,OLD GOSSIPS never die they just lose their confidants,heterographic,1
het_259,"When the father found he had septuplets , he could hardly believe his own census .",heterographic,1
het_260,Some horses cause their owners a lot of woe .,heterographic,1
het_261,"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms , they called him the ' ' fissure King . ' '",heterographic,1
het_262,Better bow than break .,heterographic,0
het_263,Tried some bear stew . It was a little grizzly .,heterographic,1
het_264,The cat in northern Scandinavia always had a lapp to sit on .,heterographic,1
het_265,Making up puns about the finest soil is the loess form of humor .,heterographic,1
het_266,The proof of the pudding is in the eating .,heterographic,0
het_267,"I haven ' t developed my photographs yet , said Tom negatively .",heterographic,1
het_268,If you eat soup that ' s nine days old you will get bad broth .,heterographic,1
het_269,"If you lie down with dogs , you ' ll get up with fleas .",heterographic,0
het_270,"' ' This is where I keep my arrows , ' ' said Tom quiveringly .",heterographic,1
het_271,Time is precious .,heterographic,0
het_272,"My name is Clarence , I specialize in end - of - season inventory closeout sales .",heterographic,1
het_273,Don ' t count your chickens before they ' re hatched .,heterographic,0
het_274,"Some days you get the bear , other days the bear gets you .",heterographic,0
het_275,Out of sight . . . Out of mind .,heterographic,0
het_276,Herbivores come in browns and graze .,heterographic,1
het_277,A husband who thinks he is as solid as a rock may have a wife who wishes he was a little bolder .,heterographic,1
het_278,"' ' Congratulations ; you graduated , ' ' said Tom diplomatically .",heterographic,1
het_279,"Never mind the star , get those camels off my lawn !",heterographic,0
het_280,Solve the problems of the world : Vote anarchist .,heterographic,0
het_281,It takes two to make a quarrel .,heterographic,0
het_282,Are Philosophy papers graded with Marx out of ten ?,heterographic,1
het_283,The mad scientist in the old castle had a strange secret – but he kept it under his bat .,heterographic,1
het_284,A teacher having a tough time longs for the end of the school daze .,heterographic,1
het_285,The Keystone Kops were frequently criticized for excessive use of farce .,heterographic,1
het_286,"My dog thinks he ' s human , my cat thinks he ' s GOD .",heterographic,0
het_287,Scarecrows are always garden their patch .,heterographic,1
het_288,Isn ' t the Grand Canyon just gorges ?,heterographic,1
het_289,The church choir robes were too long and needed to be hymned .,heterographic,1
het_290,First Rule of Intelligent Tinkering - Save all parts,heterographic,0
het_291,' ' Don ' t you know my name ? ' ' asked Tom swiftly .,heterographic,1
het_292,Scientists studying the sun have a flare for research .,heterographic,1
het_293,Abstinence makes the heart grow fonder,heterographic,1
het_294,"I love your old worn - out jacket covered with all those slogans , but I can ' t read the frays at the end of the sleeves .",heterographic,1
het_295,Think before you speak .,heterographic,0
het_296,A clean thief always makes a stainless steal .,heterographic,1
het_297,Look on the sunny side of life .,heterographic,0
het_298,"' ' Boy , I wish the elevator were working , ' ' said Tom , staring up to the top .",heterographic,1
het_299,The chickens were distraught when the tornado destroyed their home . Hopefully they will be able to recoup .,heterographic,1
het_300,Those who hate classical music have my symphony .,heterographic,1
het_301,The fish were shy - obviously koi .,heterographic,1
het_302,The Jedi Knight traded in his light saber for a light dagger . He had gone over to the dirk side .,heterographic,1
het_303,A skunk fell in the river and stank to the bottom .,heterographic,1
het_304,What goes up must come down .,heterographic,0
het_305,"I fought with Geronimo , said Tom bravely .",heterographic,1
het_306,"' ' I think I ' ve broken my leg ' ' , reported Tom lamely .",heterographic,1
het_307,A . 45 beats a royal flush EVERY TIME,heterographic,0
het_308,"We sternly warned the circus clown not to light the fuse while we were inside the cannon , but he did it anyway - - and it really made us soar .",heterographic,1
het_309,"' ' I have been reading Voltaire , ' ' Tom admitted candidly .",heterographic,1
het_310,A doctor ' s mistakes go six feet under ; a dentist ' s cover an acre .,heterographic,1
het_311,"A good baker will rise to the occasion , it ' s the yeast he can do .",heterographic,1
het_312,My sweet mother got so old she granulated .,heterographic,1
het_313,The vendor at the Arab market resented how I haggled and told me to take a haik .,heterographic,1
het_314,Be the soul supporter of your children .,heterographic,1
het_315,Some people who cut hair can be quite barbarous .,heterographic,1
het_316,Drinking a whole bucket of water could make you turn pail .,heterographic,1
het_317,"She was only a Grape picker ' s daughter , but she was somewhat of a winer .",heterographic,1
het_318,A cat ate some cheese and waited for a mouse with baited breath .,heterographic,1
het_319,Don ' t make a mountain out of a molehill .,heterographic,0
het_320,Beautifully manicured lawns are highly sod after .,heterographic,1
het_321,Live and let live .,heterographic,0
het_322,The man leaned on the printer cartridge because he wanted to tone up his abs .,heterographic,1
het_323,"I ' ll take the girl to the dance , Tom promised .",heterographic,1
het_324,Two wrongs can make a riot .,heterographic,1
het_325,An illiterate fisherman was lost at c .,heterographic,1
het_326,She was so thrifty she could smell a bargain a mall away .,heterographic,1
het_327,Any sufficiently advanced bug will become a feature .,heterographic,0
het_328,"Act your praise , not your shoe size .",heterographic,1
het_329,Partying Saturday and Sunday leaves me feeling weakened .,heterographic,1
het_330,He ' s an ill cook that cannot lick his own fingers .,heterographic,0
het_331,It was raining cats and dogs . There were poodles all over the road .,heterographic,1
het_332,"Because they moved into an apartment , they didn ' t need to cut the grass any mow .",heterographic,1
het_333,When priests have a good idea they are supposed to parish the thought .,heterographic,1
het_334,The only things sure for cab drivers are debt and taxis .,heterographic,1
het_335,"As I revived her using mouth to mouth resuscitation , in spite of my lisp , I couldn ' t help noticing her beautiful breaths !",heterographic,1
het_336,Sign at a place where you lose weight : ' Stop Look and Lessen ' .,heterographic,1
het_337,"She was only a Cyclist ' s daughter , but she peddled it all over town .",heterographic,1
het_338,' Because ' is a word to the whys .,heterographic,1
het_339,Call a spade a spade .,heterographic,0
het_340,Fine feathers make fine birds .,heterographic,0
het_341,If you ' re stiff as a board it could be the lumbar .,heterographic,1
het_342,A good carpenter will do his work and then varnish without a trace .,heterographic,1
het_343,Geologists can be sedimental about their work .,heterographic,1
het_344,"If jokes could be owned like land , then no good pun would go undeeded .",heterographic,1
het_345,"' ' Once upon a time there was a beautiful princess , ' ' Tom began grimly .",heterographic,1
het_346,Gallup and Harris are poller opposites .,heterographic,1
het_347,"I like Chinese detective movies , Tom chanted .",heterographic,1
het_348,Mr . Coffee returns from Soviet Russia : ' ' I have seen the future and it perks ' ',heterographic,1
het_349,"No need of words , trust deeds .",heterographic,0
het_350,The snowstorm arrived at a fortuitous moment . It was white on time .,heterographic,1
het_351,My uncle developed a strange vulgar habit . He would only cuss when he ' d eat chicken . The doctor said he has seen this happen in some cases . Too much chicken can produce a fowl mouth .,heterographic,1
het_352,"If you can ' t make it good , make it big .",heterographic,0
het_353,How do spacemen add more protein to their diet ? They make it meteor .,heterographic,1
het_354,Kennebunkport was George Bush ' s maine vacation spot .,heterographic,1
het_355,Burn not your house to rid it of the mouse .,heterographic,0
het_356,"I ' m glad I know sign language , it ' s pretty handy .",heterographic,1
het_357,I had to pay to get into the annual local carnival . But that was the county fare .,heterographic,1
het_358,A successful diet is the triumph of mind over platter .,heterographic,1
het_359,"Now on CD ROM , classic taglines of the computer era .",heterographic,0
het_360,"I must attend my flock , said Tom , sheepishly .",heterographic,1
het_361,The local baker was paying his staff based on a flourly rate .,heterographic,1
het_362,"It wasn ’ t the apple on the tree , but the pair beneath it .",heterographic,1
het_363,He stayed at the auction to the bidder end .,heterographic,1
het_364,The new father of quintuplets could hardly believe his own census .,heterographic,1
het_365,"I was going to study the work of Sigmund Freud , but I was too Jung to understand it .",heterographic,1
het_366,I ' d really like to know whether her collapse was due to a serious illness or whether it was one of her usual feints .,heterographic,1
het_367,One good turn deserves another .,heterographic,0
het_368,Bureaucrats cut red tape - - lengthwise .,heterographic,0
het_369,"This is the Netherlands , Tom stated flatly .",heterographic,1
het_370,"Pablo and Jose waited for a signal from Pilar to join her in the Church Tower , but neither responded to the chiming because they didn ' t know for whom the belle was tolling .",heterographic,1
het_371,THIS TRUCK HAS BEEN IN 8 ACCIDENTS . It has not lost one yet .,heterographic,0
het_372,Never lie to your doctor .,heterographic,0
het_373,I went to see my guru but he wasn ' t omm .,heterographic,1
het_374,Working in the bakery left her with a loathe of bread .,heterographic,1
het_375,"Arriving late , Senator Kennedy slipped on a banana peel and fell in a heap , resulting in a humerus break in the midst of the subcommittee ' s intense discussion .",heterographic,1
het_376,Never look a gift horse in the mouth .,heterographic,0
het_377,The Chinese chef maliciously dumped a hot broth with dumplings on an obnoxious customer . It was a wanton soup attack .,heterographic,1
het_378,Learn to walk before you run .,heterographic,0
het_379,When a college dormitory exploded a lot of roomers were flying .,heterographic,1
het_380,At the petting zoo I saw a sheep scratching itself . Turns out it had fleece .,heterographic,1
het_381,"It ' s where we store the hay , Tom said loftily .",heterographic,1
het_382,"At the urban renewal site , contractors were simultaneously tearing down and erecting . It was interesting to watch them razing all those buildings .",heterographic,1
het_383,I think my learning curve has turned into a circle .,heterographic,0
het_384,There was a lot of equestrian paraphernalia at the bridle shower .,heterographic,1
het_385,A preposition is a poor word to end a sentence with .,heterographic,0
het_386,There ' s a repair shop for baroque musical instruments .,heterographic,1
het_387,"My wife really likes to make pottery , but to me it ' s just kiln time .",heterographic,1
het_388,The swollen blood vessels in her legs were very quarrelsome - she had bellicose veins .,heterographic,1
het_389,"The astronomer made a claim about a well - known star , but it wasn ' t sirius .",heterographic,1
het_390,If it ain ' t water - cooled . . . it ' s a terminal !,heterographic,0
het_391,"' ' I can eat one hundred and forty - four , ' ' Tom boasted grossly .",heterographic,1
het_392,Who digs a trap for others ends up in it himself .,heterographic,0
het_393,For meat some people eat lamb and mutton else .,heterographic,1
het_394,"' ' I ' m mentioned in this book , ' ' said Tom contentedly .",heterographic,1
het_395,Mind your own business .,heterographic,0
het_396,"If you want those ashes , you ' ll have to urn them .",heterographic,1
het_397,"Everyone makes mistakes , if not we ' d all be single !",heterographic,0
het_398,The cheap eye surgeon was always cutting corneas .,heterographic,1
het_399,The salesman was peddling used bikes .,heterographic,1
het_400,"I tried to record an album in a reptile shop , but there was a terrible gecko .",heterographic,1
het_401,Seek and ye shall find .,heterographic,0
het_402,"Blessed are the meek , for they make great scapegoats .",heterographic,0
het_403,History repeats itself .,heterographic,0
het_404,Knowledge is power .,heterographic,0
het_405,"OLD BATHERS never die , they just wade away .",heterographic,1
het_406,"' ' I wish I could remember the name of that card game , ' ' said Tom wistfully .",heterographic,1
het_407,Is there a lawyer in the house ? < BLAM ! > Is there another ?,heterographic,0
het_408,Old cotton - pickers never die . They just bale out .,heterographic,1
het_409,Russia was slow to recover after WW2 because it kept Stalin around .,heterographic,1
het_410,"' ' This looks like the fruit of the blackthorn , ' ' said Tom slowly .",heterographic,1
het_411,"No matter how much you push the envelope , it ' ll still be stationery .",heterographic,1
